Tema,Año,Mes,EntidadFederativa,UnidadesVehicularesElectricas,UnidadesVehicularesHibridasPlugin1,UnidadesVehicularesHibridas2,Total
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Tabasco,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Yucatan,1,0,4,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Zacatecas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Baja_California Sur,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Zacatecas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Durango,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Tabasco,0,1,4,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Colima,1,3,0,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Michoacan_de_Ocampo,2,0,2,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Quintana Roo,1,0,3,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Aguascalientes,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Baja_California,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Chihuahua,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Quintana Roo,1,2,1,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Hidalgo,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Baja_California,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Colima,1,0,3,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Baja_California Sur,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Tamaulipas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Aguascalientes,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Baja_California Sur,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Campeche,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Chiapas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Chihuahua,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Campeche,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Aguascalientes,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Baja_California Sur,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Coahuila_de_Zaragoza,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Chiapas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Baja_California,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Quintana Roo,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Yucatan,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,San_Luis_Potosi,0,1,3,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Colima,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,San_Luis_Potosi,0,1,3,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Chihuahua,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Chihuahua,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,San_Luis_Potosi,0,1,3,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Tamaulipas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Aguascalientes,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Colima,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Sonora,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Durango,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Baja_California Sur,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Aguascalientes,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Chiapas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Tlaxcala,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Tabasco,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Baja_California Sur,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Chiapas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Chiapas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Campeche,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Chiapas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Guerrero,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Baja_California Sur,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Zacatecas,0,0,4,4
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Chihuahua,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Coahuila_de_Zaragoza,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Colima,0,3,0,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Hidalgo,0,3,0,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Baja_California Sur,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Morelos,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Oaxaca,1,0,2,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Oaxaca,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Sinaloa,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Yucatan,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Aguascalientes,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Coahuila_de_Zaragoza,0,1,2,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Oaxaca,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Tamaulipas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Yucatan,0,1,2,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Chihuahua,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Aguascalientes,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Michoacan_de_Ocampo,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Oaxaca,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Michoacan_de_Ocampo,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,San_Luis_Potosi,1,0,2,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Yucatan,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Michoacan_de_Ocampo,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Zacatecas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Aguascalientes,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Zacatecas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Tamaulipas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Baja_California Sur,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Quintana Roo,0,1,2,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Baja_California Sur,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Hidalgo,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Zacatecas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Hidalgo,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Colima,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Zacatecas,1,0,2,3
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Guerrero,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Zacatecas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Tabasco,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Guerrero,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Baja_California Sur,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Durango,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Nayarit,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Guerrero,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Guerrero,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Chiapas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Tlaxcala,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Zacatecas,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Septiembre,Guerrero,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2019,Octubre,Campeche,0,0,3,3
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Aguascalientes,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Yucatan,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Aguascalientes,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Chiapas,0,2,0,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Guanajuato,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Puebla,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Queretaro_de_Arteaga,1,0,1,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Quintana Roo,0,2,0,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,San_Luis_Potosi,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Chiapas,0,1,1,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Tabasco,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Chiapas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Morelos,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Quintana Roo,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Sinaloa,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Sonora,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Tabasco,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Tabasco,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Sonora,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Chiapas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Oaxaca,1,0,1,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Tabasco,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Tlaxcala,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Aguascalientes,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Colima,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Tabasco,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Baja_California,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Colima,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Aguascalientes,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Chiapas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Guerrero,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Guerrero,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Chiapas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Chiapas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Tabasco,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Baja_California Sur,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Guerrero,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Tlaxcala,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Tlaxcala,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Zacatecas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Chiapas,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Nayarit,1,0,1,2
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Campeche,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Durango,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2019,Junio,Nayarit,0,0,2,2
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Baja_California,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Baja_California Sur,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Campeche,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Coahuila_de_Zaragoza,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Colima,0,1,0,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Chiapas,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Durango,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Hidalgo,0,1,0,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Michoacan_de_Ocampo,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Morelos,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Oaxaca,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Sinaloa,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Sonora,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Veracruz_de_Ignacio_de_la_Llave,0,1,0,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Chihuahua,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Durango,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Oaxaca,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Sinaloa,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Sonora,1,0,0,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Tabasco,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Veracruz_de_Ignacio_de_la_Llave,0,1,0,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Yucatan,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Nayarit,1,0,0,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Guerrero,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Michoacan_de_Ocampo,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Tlaxcala,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Baja_California,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Baja_California Sur,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Guerrero,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Michoacan_de_Ocampo,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Oaxaca,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Baja_California,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Campeche,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Zacatecas,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Nayarit,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Tabasco,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Tlaxcala,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Guerrero,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Chiapas,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Guerrero,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Nayarit,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Campeche,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Guerrero,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Baja_California Sur,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Hidalgo,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Tabasco,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Tabasco,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Tlaxcala,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Baja_California Sur,0,0,1,1
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,San_Luis_Potosi,0,0,1,1
