Tema,Año,Mes,EntidadFederativa,UnidadesVehicularesElectricas,UnidadesVehicularesHibridasPlugin1,UnidadesVehicularesHibridas2,Total
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Hidalgo,0,1,9,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Yucatan,0,2,8,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Tabasco,0,1,9,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Sonora,1,0,9,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Tabasco,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Tlaxcala,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Colima,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Quintana Roo,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Yucatan,0,2,8,10
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Baja_California Sur,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Hidalgo,0,2,8,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Baja_California Sur,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,San_Luis_Potosi,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Tamaulipas,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Junio,Zacatecas,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Colima,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2019,Octubre,Zacatecas,0,0,10,10
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Jalisco,2,0,7,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Baja_California,2,0,7,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Puebla,0,2,7,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Chihuahua,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Durango,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Sinaloa,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Sonora,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Hidalgo,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Sonora,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Baja_California,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Coahuila_de_Zaragoza,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Michoacan_de_Ocampo,0,1,8,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Chihuahua,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Quintana Roo,0,3,6,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Tamaulipas,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Baja_California,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Morelos,0,3,6,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Sinaloa,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Chihuahua,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Quintana Roo,0,1,8,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Aguascalientes,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Baja_California,1,0,8,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Morelos,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Yucatan,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Quintana Roo,0,2,7,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,San_Luis_Potosi,0,2,7,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Baja_California,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Colima,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Aguascalientes,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Aguascalientes,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Aguascalientes,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Colima,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Tabasco,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Colima,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Chiapas,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Zacatecas,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Quintana Roo,0,2,7,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Quintana Roo,0,1,8,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Tabasco,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Tamaulipas,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Veracruz_de_Ignacio_de_la_Llave,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Yucatan,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Junio,Colima,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Junio,Guerrero,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Tabasco,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Quintana Roo,0,2,7,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Tlaxcala,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2019,Octubre,Chiapas,0,0,9,9
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Coahuila_de_Zaragoza,2,0,6,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Tamaulipas,3,0,5,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Guanajuato,0,1,7,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Tlaxcala,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Morelos,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Baja_California,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,San_Luis_Potosi,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Baja_California,1,0,7,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Chihuahua,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Hidalgo,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Sinaloa,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Oaxaca,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,San_Luis_Potosi,0,3,5,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Sonora,0,1,7,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Chiapas,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Yucatan,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Hidalgo,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Michoacan_de_Ocampo,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Oaxaca,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,San_Luis_Potosi,0,3,5,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Sonora,0,1,7,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Coahuila_de_Zaragoza,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,San_Luis_Potosi,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Sinaloa,2,0,6,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Tamaulipas,1,0,7,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Baja_California,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Yucatan,0,1,7,8
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Yucatan,0,2,6,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Sinaloa,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Tlaxcala,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Hidalgo,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Colima,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Campeche,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Yucatan,0,1,7,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Colima,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Colima,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Quintana Roo,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Baja_California Sur,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Durango,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Guerrero,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Tlaxcala,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Colima,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Tabasco,0,1,7,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Coahuila_de_Zaragoza,0,2,6,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Junio,Chiapas,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Julio,Baja_California Sur,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Septiembre,Chiapas,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Septiembre,Tlaxcala,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Octubre,Durango,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2019,Octubre,Tlaxcala,0,0,8,8
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Durango,1,0,6,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Hidalgo,2,0,5,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Yucatan,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Coahuila_de_Zaragoza,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Morelos,1,0,6,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Hidalgo,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Michoacan_de_Ocampo,1,0,6,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Tamaulipas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Colima,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Durango,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Chihuahua,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Yucatan,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Aguascalientes,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Chihuahua,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Sinaloa,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Tamaulipas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Durango,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Yucatan,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Quintana Roo,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Hidalgo,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Quintana Roo,0,3,4,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Sonora,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Aguascalientes,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Hidalgo,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Sonora,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Tamaulipas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Hidalgo,1,0,6,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Oaxaca,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Sinaloa,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Chihuahua,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Quintana Roo,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Baja_California,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,San_Luis_Potosi,1,1,5,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Aguascalientes,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Quintana Roo,0,2,5,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Colima,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Tabasco,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Quintana Roo,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Guerrero,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Zacatecas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Colima,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Baja_California Sur,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Colima,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Coahuila_de_Zaragoza,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Julio,Chiapas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Durango,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Colima,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Guerrero,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Tamaulipas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Tlaxcala,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Baja_California Sur,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Zacatecas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Baja_California Sur,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Durango,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Febrero,Baja_California Sur,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Aguascalientes,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Baja_California,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Sonora,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Chiapas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Colima,1,0,6,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Agosto,Durango,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Septiembre,Zacatecas,0,0,7,7
Venta_de_vehiculos_hibridos_y_electricos,2019,Octubre,Tabasco,0,1,6,7
Venta_de_vehiculos_hibridos_y_electricos,2016,Febrero,Mexico,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Sonora,2,0,4,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,Tlaxcala,1,0,5,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Chihuahua,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Queretaro_de_Arteaga,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Mayo,Veracruz_de_Ignacio_de_la_Llave,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Baja_California Sur,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Chiapas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Sonora,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Yucatan,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Sonora,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Baja_California,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Coahuila_de_Zaragoza,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Morelos,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,San_Luis_Potosi,0,4,2,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Chihuahua,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Diciembre,Michoacan_de_Ocampo,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Hidalgo,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Sonora,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Aguascalientes,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Zacatecas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Baja_California,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Baja_California,3,0,3,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Tamaulipas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Tamaulipas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Yucatan,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Baja_California,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Chihuahua,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Tabasco,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Chihuahua,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Quintana Roo,0,2,4,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Hidalgo,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Sonora,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Septiembre,Yucatan,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Coahuila_de_Zaragoza,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2017,Diciembre,Tlaxcala,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Enero,Aguascalientes,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Zacatecas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Quintana Roo,0,1,5,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Chiapas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Baja_California Sur,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Campeche,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Junio,Guerrero,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Durango,2,0,4,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Tabasco,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Octubre,Zacatecas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Chiapas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Tlaxcala,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2018,Diciembre,Zacatecas,1,0,5,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Chiapas,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Marzo,Tlaxcala,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Sonora,1,0,5,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Abril,Tlaxcala,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Mayo,Tlaxcala,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Junio,Tlaxcala,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Septiembre,Baja_California Sur,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2019,Septiembre,Durango,0,0,6,6
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Guanajuato,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Enero,Puebla,0,1,4,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Marzo,San_Luis_Potosi,1,0,4,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Durango,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,San_Luis_Potosi,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Abril,Tamaulipas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Junio,Quintana Roo,0,1,4,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Baja_California Sur,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Michoacan_de_Ocampo,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Oaxaca,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Quintana Roo,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Tamaulipas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Julio,Yucatan,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Durango,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Agosto,Tamaulipas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Coahuila_de_Zaragoza,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Septiembre,Yucatan,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Michoacan_de_Ocampo,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Oaxaca,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Quintana Roo,0,1,4,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Octubre,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Oaxaca,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Quintana Roo,0,1,4,5
Venta_de_vehiculos_hibridos_y_electricos,2016,Noviembre,Yucatan,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Quintana Roo,0,2,3,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Tamaulipas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Enero,Yucatan,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Febrero,Chiapas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Aguascalientes,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Marzo,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Abril,Tamaulipas,1,0,4,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Chihuahua,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Mayo,Tabasco,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Aguascalientes,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Junio,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Julio,Chiapas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Tamaulipas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Agosto,Zacatecas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Octubre,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2017,Noviembre,Tlaxcala,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Febrero,Chiapas,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Sonora,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Marzo,Tabasco,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Abril,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Colima,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Mayo,Tlaxcala,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Agosto,Aguascalientes,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Septiembre,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2018,Noviembre,Campeche,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Guerrero,0,0,5,5
Venta_de_vehiculos_hibridos_y_electricos,2019,Enero,Zacatecas,0,0,5,5
